,index,Unnamed: 0,graph,cnmr,smiles
11101,11115,11115,020039318.pickle,020039318.csv,C=1(C(C(C(=C(C1O[Si](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H])[H])([H])[H])([H])[H])[H]
11102,11116,11116,020039319.pickle,020039319.csv,C(C(C([H])([H])[H])(N(C(=O)C(=C([H])[H])C([H])([H])[H])[H])[H])([H])([H])[H]
11103,11117,11117,020039320.pickle,020039320.csv,C(C([H])([H])[H])(=C(C(=O)OC(C([H])([H])[H])([H])[H])[H])I
11104,11118,11118,020039321.pickle,020039321.csv,C1(=C(C(=C(C2=C1C(C(C2=O)([H])[H])([H])[H])[H])C([H])([H])[H])[H])[H]
11105,11119,11119,020039322.pickle,020039322.csv,C1(=C(C(=C(C(=C1C(O[H])(C(=C([H])[H])[H])[H])[H])[H])[H])[H])[H]
11106,11120,11120,020039323.pickle,020039323.csv,C1(OC1(C([H])([H])[H])C(=O)OC([H])([H])[H])([H])[H]
11107,11121,11121,020039324.pickle,020039324.csv,C1(=C(N=C(C(=C1C(C(=O)OC(C([H])([H])[H])([H])[H])([H])[H])[H])[H])[H])[H]
11108,11122,11122,020039325.pickle,020039325.csv,C=1(N(C(=C(N1)[H])[H])C(=O)OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H]
11109,11123,11123,020039326.pickle,020039326.csv,C1(=NN(C(=C1[H])C(F)(F)F)[H])C([H])([H])[H]
11110,11124,11124,020039327.pickle,020039327.csv,C1(=NOC(=C1[H])[H])N([H])[H]
11111,11125,11125,020039328.pickle,020039328.csv,C(N([H])[H])(=O)OC(C(C([H])([H])[H])([H])[H])([H])[H]
11112,11126,11126,020039329.pickle,020039329.csv,C1(=C(C(=C(C(=C1C(=O)O[H])[H])C(Cl)([H])[H])[H])[H])[H]
11113,11127,11127,020039330.pickle,020039330.csv,C(C(C(C(=C([H])[H])[H])([H])[H])([H])[H])([N+](=O)[O-])([H])[H]
11114,11128,11128,020039331.pickle,020039331.csv,C1(=C(C(=C(C(=C1C(=C(C([H])([H])[H])[N+](=O)[O-])[H])[H])[H])[H])[H])[H]
11115,11129,11129,020039332.pickle,020039332.csv,C1(=C(C(=C(C(=C1C(=C([N+]([O-])=O)[H])[H])[H])[H])C([H])([H])[H])[H])[H]
11116,11130,11130,020039333.pickle,020039333.csv,C1(=C(C(=C(C(=C1C(C(N([H])[H])([H])[H])([H])[H])Br)[H])OC([H])([H])[H])OC([H])([H])[H])[H]
11117,11131,11131,020039334.pickle,020039334.csv,C1(=C(C(=C(C(=C1[H])[N+](=O)[O-])Br)[H])[H])C([H])([H])[H]
11118,11132,11132,020039335.pickle,020039335.csv,C1(=C(C(=C(C(=C1[H])OC(C([H])([H])[H])([H])[H])[H])OC(C([H])([H])[H])([H])[H])[H])C([H])([H])[H]
11119,11133,11133,020039336.pickle,020039336.csv,C1(=C(C(=C(C(=C1C(=O)[H])OC(C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])([H])[H])[H])OC([H])([H])[H])OC([H])([H])[H])[H]
11120,11134,11134,020039337.pickle,020039337.csv,C1(=C(C(=C(C(=C1C([H])([H])[H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H])[H])C([H])([H])[H]
11121,11135,11135,020039338.pickle,020039338.csv,C=1(C(=C(C(=C(C1[H])[H])[Si](C(=C([H])[H])[H])(C=2C(=C(C(=C(C2[H])[H])[H])[H])[H])Cl)[H])[H])[H]
11122,11136,11136,020039339.pickle,020039339.csv,C1(C(C(C(C(C1(SC([H])([H])[H])[H])([H])[H])([H])[H])([H])[H])([H])[H])=O
11123,11137,11137,020039340.pickle,020039340.csv,C(Br)(C(=C([H])[H])C(=O)OC(C([H])([H])[H])([H])[H])([H])[H]
11124,11138,11138,020039572.pickle,020039572.csv,C1(=C(C(=C(C(=C1OC(C(OC(C([H])([H])[H])([H])[H])(OC(C([H])([H])[H])([H])[H])[H])([H])[H])[H])[H])OC([H])([H])[H])[H])[H]
11125,11139,11139,020039573.pickle,020039573.csv,C=1(C(=C(C(=C(C1[H])[H])[Ge](C=2C(=C(C(=C(C2[H])[H])[H])[H])[H])(Cl)Cl)[H])[H])[H]
11126,11140,11140,020039574.pickle,020039574.csv,C=1(C(=C(C(=C(C1C(=O)O[H])Cl)N([H])[H])[H])[H])[H]
11127,11141,11141,020039575.pickle,020039575.csv,C1(=C(C(=C(C(=C1[H])[H])C(=C(C(=O)O[H])[H])[H])[H])Cl)Cl
11128,11142,11142,020039576.pickle,020039576.csv,C1(=C(C(=C(C(=C1[H])Cl)C(=C(C(=O)O[H])[H])[H])[H])[H])Cl
11129,11143,11143,020039577.pickle,020039577.csv,C1(C(=C(C(C(=C1C(O[H])([H])[H])[H])=O)[H])OC([H])([H])[H])=O
11130,11144,11144,020039578.pickle,020039578.csv,C=1(C(=C(C(=C(C1C(=O)C([H])([H])[H])O[H])O[H])O[H])[H])[H]
11131,11145,11145,020039579.pickle,020039579.csv,C=1(C(=C(C(=C(C1C(C(=O)O[H])([H])[H])O[H])[H])[H])O[H])[H]
11132,11146,11146,020039580.pickle,020039580.csv,C=1(C(=C(C(=C(C1C(C(=O)O[H])([H])[H])[H])O[H])O[H])[H])[H]
11133,11147,11147,020039581.pickle,020039581.csv,C=1(C(=C(C(=C(C1C(=O)O[H])O[H])OC([H])([H])[H])[H])[H])[H]
11134,11148,11148,020039582.pickle,020039582.csv,C=1(C(=C(C(=C(C1C(=O)O[H])O[H])[H])[H])OC([H])([H])[H])[H]
11135,11149,11149,020039583.pickle,020039583.csv,C=1(C(=C(C(=C(C1C(=O)O[H])[H])[H])O[H])OC([H])([H])[H])[H]
11136,11150,11150,020039584.pickle,020039584.csv,C=1(C(=C(C(=C(C1C(=O)O[H])[H])O[H])OC([H])([H])[H])[H])[H]
11137,11151,11151,020039585.pickle,020039585.csv,C=1(C(=C(C(=C(C1C(OC([H])([H])[H])=O)O[H])[H])O[H])[H])[H]
11138,11152,11152,020039586.pickle,020039586.csv,C=1(OC(=C(C1[H])[H])C(=O)[H])C(OC(=O)C([H])([H])[H])([H])[H]
11139,11153,11153,020039587.pickle,020039587.csv,C=1(C(=C(C(=C(C1C(OC([H])([H])[H])=O)O[H])[H])[H])[H])O[H]
11140,11154,11154,020039588.pickle,020039588.csv,C1(=C(C(=C(C(=C1OC(C(=O)O[H])([H])[H])O[H])[H])[H])[H])[H]
11141,11155,11155,020039589.pickle,020039589.csv,C1(=C(C(=C(C(=C1OC(C(=O)O[H])([H])[H])[H])[H])O[H])[H])[H]
11142,11156,11156,020039590.pickle,020039590.csv,C1(=C(C(=C(C(=C1C(=O)[H])[H])O[H])O[H])OC([H])([H])[H])[H]
11143,11157,11157,020039591.pickle,020039591.csv,C1(=C(C(=C(C(=C1C(=O)O[H])O[H])[H])[H])[H])OC([H])([H])[H]
11144,11158,11158,020039592.pickle,020039592.csv,C1(=C(C(=C(C(=C1C(=O)O[H])N([H])[H])Cl)[H])[H])[H]
11145,11159,11159,020039593.pickle,020039593.csv,C1(=C(C(=C(C(=C1C(=O)O[H])N([H])[H])[H])[H])Cl)[H]
11146,11160,11160,020039594.pickle,020039594.csv,C1(=C(C(=C(C(=C1C(=O)O[H])Cl)[H])N([H])[H])[H])[H]
11147,11161,11161,020039595.pickle,020039595.csv,C1(=C(C(=C(C(=C1C(=O)O[H])N([H])[H])[H])Cl)[H])[H]
11148,11162,11162,020039596.pickle,020039596.csv,C1(=C(C(=C(C(=C1C(=O)O[H])[H])N([H])[H])Cl)[H])[H]
11149,11163,11163,020039597.pickle,020039597.csv,C1(=C(C(=C(C(=C1C(=O)O[H])Cl)Cl)[H])[H])[H]
11150,11164,11164,020039598.pickle,020039598.csv,C1(=C(C(=C(C(=C1C(=C(C(=O)O[H])[H])[H])Cl)[H])[H])[H])Cl
11151,11165,11165,020039599.pickle,020039599.csv,C1(=C(C(=C(C(=C1C(=O)O[H])O[H])Cl)[H])[H])[H]
11152,11166,11166,020039600.pickle,020039600.csv,C1(=C(C(=C(C(=C1C(C(=O)O[H])([H])[H])Cl)[H])[H])[H])Cl
11153,11167,11167,020039601.pickle,020039601.csv,C1(=C(C(=C(C(=C1C(=O)O[H])C([H])([H])[H])N([H])[H])[H])[H])[H]
11154,11168,11168,020039602.pickle,020039602.csv,C1(=C(C(=C(C(=C1C(=O)O[H])N([H])[H])C([H])([H])[H])[H])[H])[H]
11155,11169,11169,020039603.pickle,020039603.csv,C1(=C(C(=C(C(=C1C(=O)O[H])C([H])([H])[H])[H])[H])[H])N([H])[H]
11156,11170,11170,020039604.pickle,020039604.csv,C1(=C(C(=C(C(=C1C(=O)O[H])[H])N([H])[H])N([H])[H])[H])[H]
11157,11171,11171,020039605.pickle,020039605.csv,C1(=C(C(=C(C(=C1C(=O)O[H])N([H])[H])[H])C(=O)O[H])[H])[H]
11158,11172,11172,020039606.pickle,020039606.csv,C1(=C(C(=C(C(=C1C(=O)O[H])C([H])([H])[H])Cl)[H])[H])[H]
11159,11173,11173,020039607.pickle,020039607.csv,C1(=C(C(=C(C(=C1C(=O)O[H])Cl)[H])Cl)[H])[H]
11160,11174,11174,020039608.pickle,020039608.csv,C1(=C(C(=C(C(=C1C(=O)O[H])Cl)[H])[H])[H])F
11161,11175,11175,020039609.pickle,020039609.csv,C1(=C(C(=C(C(=C1C(=O)N([H])[H])Cl)[H])[H])[H])Cl
11162,11176,11176,020039610.pickle,020039610.csv,C1(=C(C(=C(C(=C1C(OC(C([H])([H])[H])([H])[H])=O)[H])C(=O)OC(C([H])([H])[H])([H])[H])[H])C(=O)OC(C([H])([H])[H])([H])[H])[H]
11163,11177,11177,020039611.pickle,020039611.csv,C1(=C(C(=C(C(=C1C(=O)O[H])O[H])[H])Cl)[H])[H]
11164,11178,11178,020039612.pickle,020039612.csv,C1(=C(C(=C(C(=C1C(=O)O[H])[H])Cl)O[H])[H])[H]
11165,11179,11179,020039613.pickle,020039613.csv,C1(=C(C(=C(C(=C1C(=O)O[H])O[H])[H])[H])Cl)[H]
11166,11180,11180,020039614.pickle,020039614.csv,C1(=C(C(=C(C(=C1C(C(=O)O[H])([H])[H])[H])Cl)Cl)[H])[H]
11167,11181,11181,020039615.pickle,020039615.csv,C1(=C(C(=C(C(=C1C(C(=O)O[H])([H])[H])[H])[H])Cl)[H])Cl
11168,11182,11182,020039616.pickle,020039616.csv,C1(=C(C(=C(C(=C1[H])F)C(=C(C(=O)O[H])[H])[H])Cl)[H])[H]
11169,11183,11183,020039617.pickle,020039617.csv,C1(=C(C(=C(C(=C1[H])F)C(C(=O)O[H])([H])[H])Cl)[H])[H]
11170,11184,11184,020039618.pickle,020039618.csv,C1(=C(C(=C(C(=C1C(=O)O[H])[H])N([H])[H])C([H])([H])[H])[H])[H]
11171,11185,11185,020039619.pickle,020039619.csv,C1(=C(C(=C(C(=C1C(=O)O[H])N([H])[H])[H])[H])C([H])([H])[H])[H]
11172,11186,11186,020039620.pickle,020039620.csv,C1(=C(C(=C(C(=C1C(=O)O[H])[H])Cl)[H])Cl)[H]
11173,11187,11187,020039621.pickle,020039621.csv,C1(=C(C(=C(C(=C1C(=O)O[H])N([H])[H])[H])[H])F)[H]
11174,11188,11188,020039622.pickle,020039622.csv,C1(=C(C(=C(C(=C1C(O[H])=O)N([H])[H])[H])F)[H])[H]
11175,11189,11189,020039623.pickle,020039623.csv,C1(=C(C(=C(C(=C1C(O[H])=O)N([H])[H])[H])[H])I)[H]
11176,11190,11190,020039624.pickle,020039624.csv,C1(=C(C(=C(C(=C1C(O[H])=O)N([H])[H])[H])[H])Br)[H]
11177,11191,11191,020039625.pickle,020039625.csv,C1(=C(C(=C(C(=C1C(N([H])[H])=O)O[H])[H])[H])Cl)[H]
11178,11192,11192,020039626.pickle,020039626.csv,C1(=C(C(=C(C(=C1C(C(=O)O[H])([H])[H])[H])Cl)O[H])[H])[H]
11179,11193,11193,020039627.pickle,020039627.csv,C1(=C(C(=C(C(=C1C(O[H])=O)C(=O)O[H])[H])[H])[H])C(=O)O[H]
11180,11194,11194,020039628.pickle,020039628.csv,C1(=C(C(=C(C(=C1C(O[H])=O)F)[H])Cl)[H])[H]
11181,11195,11195,020039629.pickle,020039629.csv,C1(=C(C(=C(C(=C1C(O[H])=O)Cl)[H])[H])Br)[H]
11182,11196,11196,020039630.pickle,020039630.csv,C1(=C(C(=C(C(=C1C(O[H])=O)[H])Cl)F)[H])[H]
11183,11197,11197,020039631.pickle,020039631.csv,C1(=C(C(=C(C(=C1C(O[H])=O)F)[H])[H])[H])F
11184,11198,11198,020039632.pickle,020039632.csv,C1(=C(C(=C(C(=C1C(O[H])=O)Cl)[H])F)[H])[H]
11185,11199,11199,020039633.pickle,020039633.csv,C1(=C(C(=C(C(=C1C(O[H])=O)N([H])[H])C(F)(F)F)[H])[H])[H]
11186,11200,11200,020039634.pickle,020039634.csv,C1(=C(C(=C(C(=C1C(=O)O[H])Br)[H])C(=O)O[H])[H])[H]
11187,11201,11201,020039635.pickle,020039635.csv,C1(=C(C(=C(C(=C1C(O[H])(C(=O)O[H])[H])[H])[H])O[H])O[H])[H]
11188,11202,11202,020039637.pickle,020039637.csv,C1(=C(C(=C(C(=C1C(O[H])=O)O[H])C([H])([H])[H])[H])[H])[H]
11189,11203,11203,020039638.pickle,020039638.csv,C1(=C(C(=C(C(=C1C(C(N([H])[H])(C(=O)O[H])[H])([H])[H])[H])[H])O[H])O[H])[H]
11190,11204,11204,020039639.pickle,020039639.csv,C1(=C(C(=C(C(=C1C(O[H])=O)O[H])[H])[H])C(=O)O[H])[H]
11191,11205,11205,020039640.pickle,020039640.csv,C1(=C(C(=C(C(=C1C(O[H])=O)C([H])([H])[H])C([H])([H])[H])[H])[H])[H]
11192,11206,11206,020039641.pickle,020039641.csv,C1(=C(C(=C(C(=C1OC(C(=O)O[H])([H])[H])Cl)Cl)[H])[H])[H]
11193,11207,11207,020039642.pickle,020039642.csv,C1(=C(C(=C(C(=C1C(O[H])=O)O[H])[H])[H])[H])F
11194,11208,11208,020039643.pickle,020039643.csv,C1(=C(C(=C(C(=C1C(O[H])=O)O[H])C(C([H])([H])[H])(C([H])([H])[H])[H])[H])[H])[H]
11195,11209,11209,020039644.pickle,020039644.csv,C1(=C(C(=C(C(=C1C(C(=O)O[H])([H])[H])F)[H])[H])[H])F
11196,11210,11210,020039645.pickle,020039645.csv,C1(=C(C(=C(C(=C1C(O[H])=O)C(=O)O[H])[H])[H])C(=O)O[H])[H]
11197,11211,11211,020039646.pickle,020039646.csv,C1(=C(C(=C(C(=C1C(=O)O[H])OC([H])([H])[H])[H])[H])Cl)[H]
11198,11212,11212,020039647.pickle,020039647.csv,C1(=C(C(=C(C(=C1C(=O)O[H])OC([H])([H])[H])[H])Cl)[H])[H]
11199,11213,11213,020039648.pickle,020039648.csv,C1(=C(C(=C(C(=C1C(C(C(=O)O[H])([H])[H])([H])[H])[H])[H])O[H])O[H])[H]
11200,11214,11214,020039649.pickle,020039649.csv,C1(=C(C(=C(C(=C1C(=C(C(=O)O[H])[H])[H])[H])[H])O[H])O[H])[H]
11201,11215,11215,020039650.pickle,020039650.csv,C1(=C(C(=C(C(=C1C(=O)O[H])C([H])([H])[H])F)[H])[H])[H]
11202,11216,11216,020039651.pickle,020039651.csv,C1(=C(C(=C(C(=C1C(=O)O[H])[H])[H])C(=O)OC([H])([H])[H])N([H])[H])[H]
11203,11217,11217,020039652.pickle,020039652.csv,C1(=C(C(=C(C(=C1C(=O)Cl)[H])[H])Cl)Cl)[H]
11204,11218,11218,020039653.pickle,020039653.csv,C1(=C(C(=C(C(=C1C(=O)O[H])[H])Br)[H])Br)[H]
11205,11219,11219,020039654.pickle,020039654.csv,C=1(C(=C(C(=C(C1[H])[H])C(C(=O)N([H])[H])(C(C(C([H])([H])[H])([H])[H])([H])[H])[H])[H])O[H])O[H]
11206,11220,11220,020039655.pickle,020039655.csv,C1(=C(C(=C(C(=C1C(=O)O[H])[H])[H])F)F)[H]
11207,11221,11221,020039656.pickle,020039656.csv,C1(=C(C(=C(C(=C1C(=O)O[H])F)[H])F)[H])[H]
11208,11222,11222,020039657.pickle,020039657.csv,C1(=C(C(=C(C(=C1C(=O)O[H])F)[H])[H])[H])I
11209,11223,11223,020039658.pickle,020039658.csv,C1(=C(C(=C(C(=C1N([H])[H])O[H])[H])[H])Cl)[H]
11210,11224,11224,020039659.pickle,020039659.csv,C1(=C(C(=C(C(=C1Cl)[H])N([H])[H])[H])[H])O[H]
11211,11225,11225,020039660.pickle,020039660.csv,C=1(C(=C(C(=C(C1[H])[H])C(O[H])(C([H])([H])[H])C(=O)O[H])[H])Cl)Cl
11212,11226,11226,020039661.pickle,020039661.csv,C1(=C(C(=C(C(=C1C(=O)O[H])Cl)[H])[H])SC([H])([H])[H])[H]
11213,11227,11227,020039662.pickle,020039662.csv,C1(=C(C(=C(C(=C1C(O[H])([H])[H])Cl)[H])Cl)[H])[H]
11214,11228,11228,020039663.pickle,020039663.csv,C1(=C(C(=C(C(=C1C(=O)[H])Cl)[H])Cl)[H])[H]
11215,11229,11229,020039664.pickle,020039664.csv,C1(=C(C(=C(C(=C1C(=O)N([H])[H])F)[H])[H])[H])F
11216,11230,11230,020039665.pickle,020039665.csv,C1(=C(C(=C(C(=C1C(=O)O[H])O[H])[H])C([H])([H])[H])[H])[H]
11217,11231,11231,020039666.pickle,020039666.csv,C1(=C(C(=C(C(=C1C(=O)O[H])[H])O[H])C([H])([H])[H])[H])[H]
11218,11232,11232,020039667.pickle,020039667.csv,C1(=C(C(=C(C(=C1C(=O)O[H])O[H])[H])[H])C([H])([H])[H])[H]
11219,11233,11233,020039668.pickle,020039668.csv,C1(=C(C(=C(C(=C1OC(C(=O)O[H])([H])[H])Cl)[H])Cl)[H])[H]
11220,11234,11234,020039669.pickle,020039669.csv,C1(=C(C(=C(C(=C1OC(C(=O)O[H])([H])[H])[H])Cl)Cl)[H])[H]
11221,11235,11235,020039670.pickle,020039670.csv,C1(=C(C(=C(C(=C1C(=O)O[H])O[H])[H])[H])Br)[H]
11222,11236,11236,020039671.pickle,020039671.csv,C1(=C(C(=C(C(=C1C(=O)O[H])O[H])[H])[H])I)[H]
11223,11237,11237,020039672.pickle,020039672.csv,C1(=C(C(=C(C(=C1C(=O)O[H])O[H])[H])[H])F)[H]
11224,11238,11238,020039673.pickle,020039673.csv,C1(=C(C(=C(C(=C1C(=O)O[H])C([H])([H])[H])[H])C([H])([H])[H])[H])[H]
11225,11239,11239,020039674.pickle,020039674.csv,C1(=C(C(=C(C(=C1C(=O)O[H])C([H])([H])[H])[H])[H])C([H])([H])[H])[H]
11226,11240,11240,020039675.pickle,020039675.csv,C1(=C(C(=C(C(=C1C(=O)O[H])C(=O)O[H])[H])C([H])([H])[H])[H])[H]
11227,11241,11241,020039676.pickle,020039676.csv,C1(=C(C(=C(C(=C1C(C(O[H])([H])[H])([H])[H])Cl)[H])Cl)[H])[H]
11228,11242,11242,020039677.pickle,020039677.csv,C1(=C(C(=C(C(=C1C(N([H])[H])([H])[H])[H])Cl)Cl)[H])[H]
11229,11243,11243,020039678.pickle,020039678.csv,C1(=C(C(=C(C(=C1C(N([H])[H])([H])[H])Cl)[H])Cl)[H])[H]
11230,11244,11244,020039679.pickle,020039679.csv,C1(=C(C(=C(C(=C1C(=O)Cl)[H])Cl)[H])Cl)[H]
11231,11245,11245,020039680.pickle,020039680.csv,C1(=C(C(=C(C(=C1C(=O)O[H])F)[H])[H])C([H])([H])[H])[H]
11232,11246,11246,020039681.pickle,020039681.csv,C1(=C(C(=C(C(=C1C(=O)O[H])C([H])([H])[H])[H])[H])F)[H]
11233,11247,11247,020039682.pickle,020039682.csv,C1(=C(C(=C(C(=C1C(=O)O[H])[H])F)C([H])([H])[H])[H])[H]
11234,11248,11248,020039683.pickle,020039683.csv,C1(=C(C(=C(C(=C1C(=O)O[H])[H])I)C([H])([H])[H])[H])[H]
11235,11249,11249,020039684.pickle,020039684.csv,C1(=C(C(=C(C(=C1C(=O)O[H])OC([H])([H])[H])[H])[H])[H])OC([H])([H])[H]
11236,11250,11250,020039685.pickle,020039685.csv,C1(=C(C(=C(C(=C1C(=O)O[H])OC([H])([H])[H])OC([H])([H])[H])[H])[H])[H]
11237,11251,11251,020039686.pickle,020039686.csv,C1(=C(C(=C(C(=C1C(=O)O[H])[H])C([H])([H])[H])F)[H])[H]
11238,11252,11252,020039687.pickle,020039687.csv,C1(=C(C(=C(C(=C1C(=O)O[H])[N+](=O)[O-])Cl)[H])[H])[H]
11239,11253,11253,020039688.pickle,020039688.csv,C1(=C(C(=C(C(=C1C(=O)O[H])Cl)[N+](=O)[O-])[H])[H])[H]
11240,11254,11254,020039689.pickle,020039689.csv,C1(=C(C(=C(C(=C1C(=O)O[H])[H])F)[H])F)[H]
11241,11255,11255,020039690.pickle,020039690.csv,C1(=C(C(=C(C(=C1C(=O)[O-])[H])[H])N([H])[H])[H])[H]
11242,11256,11256,020039691.pickle,020039691.csv,C1(=C(C(=C(C(=C1C(C(=O)O[H])([H])[H])[H])[H])N([H])[H])[H])[H]
11243,11257,11257,020039692.pickle,020039692.csv,C1(=C(C(=C(C(=C1C(C(N([H])[H])([H])[H])([H])[H])Cl)[H])Cl)[H])[H]
11244,11258,11258,020039693.pickle,020039693.csv,C1(=C(C(=C(C(=C1C(=O)O[H])[H])Br)F)[H])[H]
11245,11259,11259,020039694.pickle,020039694.csv,C1(=C(C(=C(C(=C1N([H])[H])N([H])[H])[H])[H])[H])O[H]
11246,11260,11260,020039695.pickle,020039695.csv,C1(=C(C(=C(C(=C1C(Cl)([H])[H])Cl)[H])[H])[H])Cl
11247,11261,11261,020039696.pickle,020039696.csv,C1(=C(C(=C(C(=C1OC(C(=O)O[H])([H])[H])C([H])([H])[H])[H])Cl)[H])[H]
11248,11262,11262,020039697.pickle,020039697.csv,C1(=C(C(=C(C(=C1C(O[H])(C(Cl)([H])[H])[H])Cl)[H])Cl)[H])[H]
11249,11263,11263,020039698.pickle,020039698.csv,C1(=C(C(=C(C(=C1C(=O)[H])O[H])C([H])([H])[H])[H])[H])[H]
11250,11264,11264,020039699.pickle,020039699.csv,C1(=C(C(=C(C(=C1C(=O)O[H])N([H])[H])Cl)[H])Cl)[H]
11251,11265,11265,020039700.pickle,020039700.csv,C1(=C(C(=C(C(=C1C(=O)C([H])([H])[H])[H])[H])O[H])C(=O)N([H])[H])[H]
11252,11266,11266,020039701.pickle,020039701.csv,C1(=C(C(=C(C(=C1C(=O)C([H])([H])[H])O[H])[H])[H])Cl)[H]
11253,11267,11267,020039702.pickle,020039702.csv,C1(=C(C(=C(C(=C1C(C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])=O)[H])Cl)[H])[H])O[H]
11254,11268,11268,020039703.pickle,020039703.csv,C1(=C(C(=C(C(=C1C(=O)[H])[H])Cl)[H])Cl)[H]
11255,11269,11269,020039945.pickle,020039945.csv,C1(=C(C(=C(C(=C1C(=C(C(=O)O[H])[H])[H])[H])[H])[H])OC([H])([H])[H])OC([H])([H])[H]
11256,11270,11270,020039946.pickle,020039946.csv,C1(=C(C(=C(C(=C1C(=O)[H])Cl)[H])F)[H])[H]
11257,11271,11271,020039947.pickle,020039947.csv,C1(=C(C(=C(C(=C1C(C(=O)O[H])([H])[H])[H])F)[H])F)[H]
11258,11272,11272,020039948.pickle,020039948.csv,C1(=C(C(=C(C(=C1C#N)N([H])[H])[H])Cl)[H])[H]
11259,11273,11273,020039949.pickle,020039949.csv,C1(=C(C(=C(C(=C1C(=O)[H])[H])Cl)F)[H])[H]
11260,11274,11274,020039950.pickle,020039950.csv,C1(=C(C(=C(C(=C1C(=O)O[H])[H])C([H])([H])[H])[H])C([H])([H])[H])[H]
11261,11275,11275,020039951.pickle,020039951.csv,C1(=C(C(=C(C(=C1C#N)N([H])[H])[H])[H])Cl)[H]
11262,11276,11276,020039952.pickle,020039952.csv,C1(=C(C(=C(C(=C1OC(C([H])([H])[H])(C(=O)O[H])[H])[H])[H])Cl)[H])Cl
11263,11277,11277,020039953.pickle,020039953.csv,C1(=C(C(=C(C(=C1C(C(=C(C(=O)O[H])[H])[H])=O)C([H])([H])[H])[H])[H])C([H])([H])[H])[H]
11264,11278,11278,020039954.pickle,020039954.csv,C1(=C(C(=C(C(=C1C(C(=O)O[H])([H])[H])[H])N([H])[H])[H])[H])[H]
11265,11279,11279,020040319.pickle,020040319.csv,C1(=C(C(=C(C(=C1C(Br)([H])[H])Cl)[H])[H])[H])Cl
11266,11280,11280,020040320.pickle,020040320.csv,C1(=C(C(=C(C(=C1C(=O)C(C([H])([H])[H])([H])[H])[H])Cl)Cl)[H])[H]
11267,11281,11281,020040321.pickle,020040321.csv,C=1(C(=C(N=C(C1[H])C(N([H])[H])([H])[H])[H])[H])[H]
11268,11282,11282,020040322.pickle,020040322.csv,C=1(C(=C(N=C(C1[H])N([H])[H])[H])C([H])([H])[H])[H]
11269,11283,11283,020040323.pickle,020040323.csv,C=1(C(=C(N=C(C1[H])N([H])[H])[H])[H])C([H])([H])[H]
11270,11284,11284,020040324.pickle,020040324.csv,C=1(N=C(C(=NC1[H])C(C([H])([H])[H])([H])[H])[H])[H]
11271,11285,11285,020040325.pickle,020040325.csv,C=1(N=C(C(=NC1C([H])([H])[H])C([H])([H])[H])[H])[H]
11272,11286,11286,020040326.pickle,020040326.csv,C=1(N=C(C(=NC1[H])C([H])([H])[H])C([H])([H])[H])[H]
11273,11287,11287,020040327.pickle,020040327.csv,C1(=NN(C(=C1[H])[H])C(=C([H])[H])[H])C([H])([H])[H]
11274,11288,11288,020040328.pickle,020040328.csv,C(#N)C(C([H])([H])[H])(C(C(C#N)([H])[H])([H])[H])[H]
11275,11289,11289,020040329.pickle,020040329.csv,C1(=C(C(=C(C(=C1C(C(=O)O[H])([H])[H])[H])[H])N(C([H])([H])[H])C([H])([H])[H])[H])[H]
11276,11290,11290,020040330.pickle,020040330.csv,C1(=C(C(=C(C(=C1C(C(=O)O[H])([H])[H])[H])[H])[N+](=O)[O-])[H])[H]
11277,11291,11291,020040331.pickle,020040331.csv,C1(=C(C(=C(C(=C1C(C(=O)O[H])(C([H])([H])[H])[H])[H])[H])[N+](=O)[O-])[H])[H]
11278,11292,11292,020040332.pickle,020040332.csv,C1(=C(C(=C(C(=C1C(C(C(C(=O)O[H])([H])[H])([H])[H])=O)[H])[H])OC([H])([H])[H])[H])[H]
11279,11293,11293,020040334.pickle,020040334.csv,C1(=C(C(=C(C(=C1OC(C(=O)O[H])([H])[H])[H])[H])F)[H])[H]
11280,11294,11294,020040335.pickle,020040335.csv,C1(=C(C(=NC(=C1C(=O)O[H])N([H])[H])[H])[H])[H]
11281,11295,11295,020040336.pickle,020040336.csv,C1(=C(C(=C(C(=C1C(=O)O[H])[H])[H])Cl)[N+](=O)[O-])[H]
11282,11296,11296,020040337.pickle,020040337.csv,C1(=C(C(=C(C(=C1C(=O)O[H])Cl)[H])[N+](=O)[O-])[H])[H]
11283,11297,11297,020040338.pickle,020040338.csv,C1(=C(C(=C(C(=C1C(=O)O[H])[N+](=O)[O-])[H])[H])Cl)[H]
11284,11298,11298,020040339.pickle,020040339.csv,C1(=C(C(=C(C(=C1C(C(O[H])=O)(O[H])[H])[H])[H])[H])Cl)[H]
11285,11299,11299,020040340.pickle,020040340.csv,C1(=C(C(=C(C(=C1N([H])[H])C(C([H])([H])[H])(C([H])([H])[H])[H])[H])[H])[H])C(C([H])([H])[H])(C([H])([H])[H])[H]
11286,11300,11300,020040341.pickle,020040341.csv,C1(=C(C(=C(C(=C1C(=O)C2=C(C(=C(C(=C2Cl)[H])Cl)[H])[H])[H])[H])[H])[H])[H]
