,File_name,SMILES,sugar,solvent_class,Molecular_Weight,Num_Atoms,MW class
259,00306.csv,[H]OC(=O)C([H])([H])[C@]([H])(O[C@]1([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]1([H])O[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@]1([H])N([H])[C@@]([H])(C([H])([H])C1([H])[H])[C@]([H])(O[H])C([H])([H])[H],1,5,491.622,79,small
260,00602.csv,[H]C1=C(C([H])([H])[H])C([H])([H])[C@]([H])(OC(=O)C([H])([H])[H])[C@@]2([H])[C@]1([H])C(=C(C([H])([H])[H])C([H])([H])[H])C(=O)C([H])([H])[C@]2([H])C([H])([H])[H],0,4,276.376,44,small
261,00714.csv,[H]O[C@]1([H])C([H])([H])O[C@@]([H])(O[C@@]2([H])C([H])([H])C([H])([H])[C@]34C([H])([H])[C@]33C([H])([H])C([H])([H])[C@]56C([H])([H])O[C@@]7(O[C@@](C([H])([H])[H])(C([H])([H])C7([H])[H])[C@@]5([H])[C@@]([H])(OC(=O)C([H])([H])[H])C([H])([H])[C@@]6(C([H])([H])[H])[C@]3([H])C([H])([H])C([H])([H])[C@@]4([H])C2(C([H])([H])[H])C([H])([H])[H])C(O[H])(C([H])([H])[H])C([H])([H])[H])[C@]([H])(O[H])[C@@]1([H])O[H],0,6,662.861,105,medium
262,00806.csv,[H]C1=C(OC([H])([H])[H])C([H])=C2N3C(=O)C([H])([H])[C@]45C([H])=C([H])C([H])([H])N6C([H])([H])C([H])([H])[C@@]([H])(C2=C1[H])[C@@]([H])(C([H])([H])C4([H])[H])[C@]356,0,0,322.408,46,small
263,00944.csv,[H]O[C@@]1([H])C2=C(C([H])([H])C([H])([H])[C@@]3(C([H])([H])[H])[C@]2([H])C([H])([H])C([H])([H])[C@]3([H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[C@]([H])(C([H])([H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])[C@@]2(C([H])([H])[H])C([H])([H])C([H])([H])[C@]([H])(O[H])C([H])([H])[C@@]22O[C@@]12[H],0,0,444.7,80,small
264,00970.csv,[H]OO[C@@]1(\C([H])=C([H])/C([H])([H])[C@](O[H])(C([H])([H])[H])[C@@]2([H])O[C@@]([H])([C@]3([H])OC(=O)C(=C([H])[H])[C@]3([H])C2([H])[H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C1([H])[H])C([H])([H])[H],0,0,366.454,56,small
265,01002.csv,[H]OC(=O)[C@]1(C([H])([H])[H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@@]2(C([H])([H])[H])[C@@]1([H])C([H])([H])C([H])([H])[C@]1(C([H])([H])[H])[C@@]2([H])C([H])([H])C([H])=C2[C@]3([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[C@]3(C(=O)O[C@]3([H])O[C@]([H])(C([H])([H])O[C@]4([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@]4([H])O[C@@]4([H])O[C@]([H])(C([H])([H])OC(=O)C([H])([H])[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]4([H])O[H])[C@@]([H])(O[H])[C@]([H])(O[C@]4([H])O[C@@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]4([H])O[H])[C@@]3([H])O[H])C([H])([H])C([H])([H])[C@@]12C([H])([H])[H],1,6,1177.294,170,large
266,01116.csv,[H]O[C@@]1([H])C([H])([H])[C@@]2([H])[C@]([H])(C(=O)[C@@]3([H])[C@@](C([H])([H])[H])(C([H])([H])[C@@]45OC(=O)C([H])([H])[C@]3(C([H])([H])[H])[C@]4(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]34O[C@@]([H])(C([H])([H])N53)C([H])([H])[C@]([H])(C([H])([H])[H])C4([H])[H])[C@]2([H])C([H])([H])[C@]1([H])C([H])([H])[H])C([H])([H])[H],0,0,499.692,81,small
267,01273.csv,[H]C([H])=C1C(=O)O[C@]2([H])[C@]3([H])O[C@@]3(C([H])([H])[H])[C@@]([H])(OC(=O)C([H])([H])[H])C([H])([H])\C([H])=C(C([H])([H])[H])/C([H])([H])C([H])([H])\C([H])=C(C([H])([H])[H])/C([H])([H])[C@@]([H])(OC(=O)C([H])([H])[H])[C@@]12[H],0,0,432.513,63,small
268,01307.csv,[H]C(=O)C1=C([H])C([H])=C(C([H])=C1[H])[C@@]([H])(C([H])([H])[H])C([H])([H])C(=O)C([H])=C(C([H])([H])[H])C([H])([H])[H],0,0,230.307,35,small
269,01379.csv,[H]OC([H])([H])[C@@]1(C([H])([H])[H])[C@]([H])(O[H])C([H])([H])C([H])([H])[C@@]2(C([H])([H])[H])[C@@]3([H])C(=C([H])C4=C(C(=O)O[C@]4([H])C3([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[C@]12[H],0,0,332.44,52,small
270,01385.csv,[H]O[C@@]1([H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])[C@@]3([H])C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])[C@]([H])(C([H])([H])C([H])([H])[C@@]4([H])[C@]3([H])C([H])([H])[C@@]([H])(O[H])[C@@]2(O[H])C1([H])[H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C(=C(/[H])C([H])([H])[H])\C([H])(C([H])([H])[H])C([H])([H])[H],0,5,446.716,82,small
271,01385.csv,[H]O[C@@]1([H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])[C@@]3([H])C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])[C@]([H])(C([H])([H])C([H])([H])[C@@]4([H])[C@]3([H])C([H])([H])[C@@]([H])(O[H])[C@@]2(O[H])C1([H])[H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C(=C(/[H])C([H])([H])[H])\C([H])(C([H])([H])[H])C([H])([H])[H],0,0,446.716,82,small
272,01385.csv,[H]O[C@@]1([H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])[C@@]3([H])C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])[C@]([H])(C([H])([H])C([H])([H])[C@@]4([H])[C@]3([H])C([H])([H])[C@@]([H])(O[H])[C@@]2(O[H])C1([H])[H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C(=C(/[H])C([H])([H])[H])\C([H])(C([H])([H])[H])C([H])([H])[H],0,6,446.716,82,small
273,01421.csv,[H]O[C@@]1([H])C([H])([H])[C@@]2(C([H])([H])[H])[C@]3([H])C([H])([H])C([H])([H])C(=O)[C@]([H])(C([H])([H])[H])[C@@]3(C([H])([H])[H])C([H])([H])C([H])([H])[C@]2([H])[C@@]2(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]3(C([H])([H])[H])C([H])([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[C@@]3([H])[C@]12C([H])([H])[H],0,0,442.728,82,small
274,01421.csv,[H]O[C@@]1([H])C([H])([H])[C@@]2(C([H])([H])[H])[C@]3([H])C([H])([H])C([H])([H])C(=O)[C@]([H])(C([H])([H])[H])[C@@]3(C([H])([H])[H])C([H])([H])C([H])([H])[C@]2([H])[C@@]2(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]3(C([H])([H])[H])C([H])([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[C@@]3([H])[C@]12C([H])([H])[H],0,6,442.728,82,small
275,01656.csv,[H]O[C@]([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@]1([H])N([H])C(=O)[C@]2([H])N(C(=O)[C@@]([H])(N([H])C(=O)[C@@]([H])(N([H])C1=O)C([H])([H])[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H],0,0,514.667,79,medium
276,01664.csv,[H]O[C@@]12[C@]([H])(C(=O)O[C@@]1([H])[C@@]([H])(Cl)C(=C([H])[H])C([H])([H])C([H])([H])[C@]([H])(OC(=O)C([H])([H])[H])[C@@]1(C([H])([H])[H])[C@@]([H])(OC(=O)C([H])([H])[H])C([H])([H])C([H])([H])C(=C([H])[H])[C@]1([H])[C@]2([H])OC(=O)C([H])([H])[H])C([H])([H])[H],0,0,527.01,71,medium
277,01760.csv,[H]O[C@]1(C(=O)O[C@@]2([H])[C@]1([H])O[C@@]13O[C@@]4(C(=C([H])C([H])=C5C(=C([H])OC5(C([H])([H])[H])C([H])([H])[H])C4([H])[H])C1=O)C([H])([H])C([H])([H])[C@@]1(C(=O)[C@@](O[H])(C([H])([H])[H])[C@@]2([H])[C@]31[H])C([H])([H])[H])C([H])([H])[H],0,6,498.528,66,small
278,01839.csv,[H]O[C@@]12C(=O)[C@@]3(O[C@]3([H])[C@]1([H])C([H])([H])[C@@]13O[C@]1([H])C(=O)C(=C([H])[H])[C@@]23C([H])([H])[H])C([H])([H])[H],0,0,262.261,33,small
279,01848.csv,[H]OC([H])([H])[C@@]1([H])C([H])([H])C([H])([H])N2C([H])([H])C([H])([H])[C@]([H])(OC(=O)C(=C(\[H])C([H])([H])[H])\C([H])([H])[H])[C@@]12[H],0,5,239.315,38,small
280,01848.csv,[H]OC([H])([H])[C@@]1([H])C([H])([H])C([H])([H])N2C([H])([H])C([H])([H])[C@]([H])(OC(=O)C(=C(\[H])C([H])([H])[H])\C([H])([H])[H])[C@@]12[H],0,6,239.315,38,small
281,01912.csv,[H]OC1=C([H])C2=C(C(O[H])=C1[H])C(=O)[C@@]([H])(C1=C([H])C(O[H])=C(OC([H])([H])[H])C([H])=C1OC([H])([H])[H])C([H])([H])O2,0,2,332.308,40,small
282,02134.csv,[H]O[C@@]1([H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])[C@@]3([H])C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])[C@]([H])(C([H])([H])C([H])([H])[C@@]4([H])[C@]3([H])[C@@]([H])(C([H])=O)[C@]2(O[H])C1([H])[H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C(=C([H])[H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],0,8,444.7,80,small
283,02365.csv,[H]OC(=O)[C@@]([H])(C([H])([H])[H])[C@]1([H])OO[C@@](C([H])([H])[H])(C([H])([H])C([H])([H])C(\[H])=C(/C([H])([H])[H])C([H])([H])C([H])([H])C(=O)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C(=O)C([H])([H])[H])C([H])([H])C1([H])[H],0,0,424.578,70,small
284,02510.csv,[H]O[C@]([H])(C(=O)C([H])([H])[C@@]([H])(C([H])([H])[H])[C@]1([H])C(=O)[C@]([H])(O[H])[C@]2(C3=C([H])C([H])([H])[C@]4([H])[C@]5(C([H])([H])[C@@]35C([H])([H])[C@]([H])(OC(=O)C([H])([H])[H])[C@]12C([H])([H])[H])C([H])([H])C([H])([H])[C@]([H])(O[C@]1([H])OC([H])([H])[C@]([H])(O[H])[C@]([H])(O[H])[C@@]1([H])O[H])C4(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C(O[H])(C([H])([H])[H])C([H])([H])[H],0,6,692.843,105,medium
285,02510.csv,[H]O[C@]([H])(C(=O)C([H])([H])[C@@]([H])(C([H])([H])[H])[C@]1([H])C(=O)[C@]([H])(O[H])[C@]2(C3=C([H])C([H])([H])[C@]4([H])[C@]5(C([H])([H])[C@@]35C([H])([H])[C@]([H])(OC(=O)C([H])([H])[H])[C@]12C([H])([H])[H])C([H])([H])C([H])([H])[C@]([H])(O[C@]1([H])OC([H])([H])[C@]([H])(O[H])[C@]([H])(O[H])[C@@]1([H])O[H])C4(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C(O[H])(C([H])([H])[H])C([H])([H])[H],0,7,692.843,105,medium
286,02513.csv,[H]O[C@@]1([H])[C@]23O[C@]([H])(C([H])([H])[C@@]([H])(C([H])([H])[H])[C@@]2([H])[C@@]2(C([H])([H])[H])[C@@]([H])(O[H])C([H])([H])[C@]45C(=C([H])C([H])([H])[C@]6([H])[C@]4(C5([H])[H])C([H])([H])C([H])([H])[C@]([H])(O[C@]4([H])OC([H])([H])[C@]([H])(O[H])[C@]([H])(O[H])[C@@]4([H])O[H])C6(C([H])([H])[H])C([H])([H])[H])[C@]12C([H])([H])[H])[C@]([H])(O3)C(O[H])(C([H])([H])[H])C([H])([H])[H],0,6,634.807,99,medium
287,02513.csv,[H]O[C@@]1([H])[C@]23O[C@]([H])(C([H])([H])[C@@]([H])(C([H])([H])[H])[C@@]2([H])[C@@]2(C([H])([H])[H])[C@@]([H])(O[H])C([H])([H])[C@]45C(=C([H])C([H])([H])[C@]6([H])[C@]4(C5([H])[H])C([H])([H])C([H])([H])[C@]([H])(O[C@]4([H])OC([H])([H])[C@]([H])(O[H])[C@]([H])(O[H])[C@@]4([H])O[H])C6(C([H])([H])[H])C([H])([H])[H])[C@]12C([H])([H])[H])[C@]([H])(O3)C(O[H])(C([H])([H])[H])C([H])([H])[H],0,7,634.807,99,medium
288,02540.csv,[H]OC1=C([H])[C@@]2(C3=C(C([H])([H])C([H])([H])[C@@]2([H])C(C1=O)(C([H])([H])[H])C([H])([H])[H])[C@]1(C([H])([H])[H])C([H])([H])C([H])([H])[C@]([H])([C@]([H])(C([H])([H])O[H])C([H])([H])C([H])([H])[C@]([H])(O[H])C(O[H])(C([H])([H])[H])C([H])([H])[H])[C@@]1(C([H])([H])[H])[C@@]([H])(O[H])C3([H])[H])C([H])([H])[H],0,6,504.708,84,medium
289,02654.csv,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(O[C@]2([H])[C@@]([H])(C([H])([H])C([H])([H])[C@]3(C([H])([H])[H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@@](O[H])(C([H])([H])[H])[C@@]23[H])C(O[H])(C([H])([H])[H])C([H])([H])[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H],1,7,434.526,68,small
290,02729.csv,[H]OC(=O)C1=C([H])C([H])=C(OC([H])([H])[H])C(=C1[H])C([H])([H])[C@]1([H])[C@](O[H])(C([H])=C([H])C(=O)C1(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],0,0,318.369,45,small
291,02928.csv,[H]OC1=C([H])C([H])=C(C([H])=C1[H])[C@]1([H])OC2=C(C(O[H])=C([H])C([H])=C2C([H])([H])C1([H])[H])C([H])([H])[C@]([H])(O[H])C(O[H])(C([H])([H])[H])C([H])([H])[H],0,5,344.407,49,small
292,03607.csv,[H]OC([H])([H])[C@]([H])(C(=C([H])[H])C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])[H])[C@@]1([H])C([H])([H])[C@]([H])(O[H])[C@@]2([H])[C@]3([H])C([H])([H])[C@@]([H])(O[H])[C@@]4([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])[C@@]3([H])C([H])([H])C([H])([H])[C@]12C([H])([H])[H])C([H])([H])[H],0,5,448.688,80,small
293,03836.csv,[H]O[C@@]1([H])C([H])([H])[C@]([H])(O[C@@]([H])(O[C@@]2([H])C([H])([H])C([H])([H])[C@]([H])(C(=O)\C([H])=C([H])/[C@@]3([H])O[C@@]3([H])[C@]([H])(C([H])([H])O[C@]3([H])O[C@]([H])(C([H])([H])[H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@@]3([H])OC([H])([H])[H])[C@]([H])(OC(=O)\C([H])=C([H])/[C@]2([H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])[C@]1([H])O[H])C([H])([H])[H],0,5,642.739,95,medium
294,03968.csv,[H]OC(=O)C([H])([H])C(=O)OC([H])([H])[C@@]1([H])O[C@@]([H])(OC2=C([O+]=C3C(=C2[H])C(O[H])=C([H])C(O[H])=C3[C@@]2([H])O[C@@]([H])(C([H])([H])O[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]2([H])O[H])C2=C([H])C([H])=C(O[H])C(O[H])=C2[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H],1,1,697.575,82,medium
295,03968.csv,[H]OC(=O)C([H])([H])C(=O)OC([H])([H])[C@@]1([H])O[C@@]([H])(OC2=C([O+]=C3C(=C2[H])C(O[H])=C([H])C(O[H])=C3[C@@]2([H])O[C@@]([H])(C([H])([H])O[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]2([H])O[H])C2=C([H])C([H])=C(O[H])C(O[H])=C2[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H],1,3,697.575,82,medium
296,03971.csv,[H]OC1=C([H])C2=C(C(=C1C([H])=O)C([H])([H])[H])C([H])([H])C([H])([H])[C@]1(O[H])[C@]2(C([H])([H])[H])[C@@]([H])(OC(=O)C([H])([H])[H])[C@@]([H])(OC(=O)C([H])([H])[H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],0,0,418.486,60,small
297,04305.csv,[H]O[C@@]1([H])C(=O)C2=C(C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[C@@]3([H])C([H])([H])[C@@]23C([H])([H])[H])[C@@]1(O[H])C([H])([H])[H],0,2,250.338,40,small
298,04528.csv,[H]OC1=C([H])C(O[H])=C2C(=O)C3=C(OC([H])([H])C3=C([H])C2=C1[H])C([H])([H])[H],0,2,230.219,27,small
299,04695.csv,[H]OC([H])([H])[C@@]([H])(C([H])([H])[H])[C@@]([H])(C(\[H])=C(/[H])[C@@]([H])(C([H])([H])[H])[C@@]1([H])C([H])([H])[C@]([H])(O[H])[C@@]2([H])[C@]3([H])C([H])([H])[C@@]([H])(O[H])[C@@]4([H])C([H])([H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])[C@@]3([H])C([H])([H])C([H])([H])[C@]12C([H])([H])[H])C([H])([H])[H],0,5,448.688,80,small
300,04707.csv,[H]OC([H])([H])C(\[H])=C(\C(=O)O[C@]1([H])C([H])([H])C(=C([H])[H])[C@@]2([H])[C@]([H])(O[H])[C@@]3([H])O[C@@]3(C([H])([H])[H])[C@@]2([H])[C@@]2([H])OC(=O)C(=C([H])[H])[C@]12[H])C([H])([H])[H],0,0,376.405,51,small
301,04724.csv,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(O[C@@]2([H])C(=O)C(C3=C([H])C([H])([H])[C@@]4([H])[C@]5(C([H])([H])[H])C([H])([H])[C@@]([H])(O[H])[C@]([H])([C@@](O[H])(C(=O)C(\[H])=C(/[H])C(OC(=O)C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])[C@@]5(C([H])([H])[H])C([H])([H])C(=O)[C@@]4(C([H])([H])[H])[C@]3([H])C2([H])[H])(C([H])([H])[H])C([H])([H])[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[H],1,5,720.853,107,medium
302,04732.csv,[H]OC([H])([H])[C@]1([H])O[C@]([H])(O[C@@]2([H])[C@]([H])(O[H])[C@@]([H])(O[C@]3([H])OC([H])=C4C(=O)OC([H])([H])C([H])([H])[C@@]4(O[H])[C@@]3([H])C([H])=C([H])[H])O[C@@]([H])(C([H])([H])O[H])[C@]2([H])O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]1([H])O[H],1,5,536.483,69,medium
303,04934.csv,[H]O[C@]1([H])C(=O)[C@@]([H])(C([H])([H])[H])[C@@]2(O[C@]3(C([H])([H])O[C@]([H])(OC([H])([H])[H])C3([H])[H])C([H])([H])C2([H])[H])[C@@]2(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[C@]12[H],0,0,366.498,60,small
304,04962.csv,[H]OC([H])([H])[C@@]1(C([H])([H])[H])[C@]2([H])C([H])([H])C([H])([H])C(C([H])=O)=C3C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])[H])[C@@]3([H])[C@]12[H],0,0,234.339,39,small
305,05006.csv,[H]O[C@@]1([H])\C([H])=C(/C(=O)/C([H])=C([H])/[C@@](C([H])([H])[H])([14C]([H])([H])[H])C([H])([H])[C@@]2([H])O[C@]2(C([H])([H])[H])C1([H])[H])C([H])([H])[H],0,0,252.330242,40,small
306,05841.csv,[H]OC1=C([H])C(OC([H])([H])[H])=C([H])C([H])=C1C(=O)[C@@]1([H])C(=O)O[C@](C([H])([H])[H])(C([H])([H])C([H])([H])C(\[H])=C(/C([H])([H])[H])C([H])([H])C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H])[C@]1([H])C([H])([H])[H],0,0,414.542,64,small
307,05989.csv,[H]OC1=C(O[H])C([H])=C(C([H])=C1[H])C(=O)C1=C(O[H])[C@]2(C(=O)[C@](C1=O)(C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H])[C@](C([H])([H])[H])(C([H])([H])C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H])[C@@]([H])(C([H])([H])C(\[H])=C(/C([H])([H])[H])C([H])([H])C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H])C2([H])[H])C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H],0,6,670.931,107,medium
308,05993.csv,[H]OC([H])([H])[C@]1(O[H])C([H])([H])C([H])([H])\C([H])=C(C([H])([H])[H])/C([H])([H])C([H])([H])\C([H])=C(C([H])([H])[H])/[C@@]([H])(O[H])[C@]2([H])OC(=O)C(=C([H])[H])[C@@]2([H])C([H])([H])[C@@]1([H])O[H],0,0,366.454,56,small
309,06123.csv,[H]O[C@@]1([H])[C@@]([H])(OC([H])([H])[H])[C@@]2([H])C(=C([H])[H])[C@]3([H])C([H])([H])C([H])([H])[C@]4([H])[C@@]([H])(O[H])[C@]3(C([H])([H])[C@]4(O[H])C([H])([H])[H])C([H])([H])[C@@]([H])(O[H])[C@]2(O[H])C1(C([H])([H])[H])C([H])([H])[H],0,5,382.497,61,small
310,06138.csv,[H]O[C@@]1([H])C([H])([H])[C@@]2(OC([H])([H])[C@](C([H])([H])[H])(C1([H])[H])[C@@]2([H])C([H])([H])C([H])([H])C(=O)C([H])([H])[H])C([H])([H])[H],0,0,226.316,38,small
311,06285.csv,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(OC([H])([H])C2=C([H])O[C@@]([H])(OC(=O)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])[C@@]3([H])[C@]2([H])[C@]2([H])O[C@]2([H])[C@@]3(O[H])C([H])([H])O[H])[C@]([H])(O[H])[C@@]([H])(O[H])C1([H])[H],0,5,460.476,64,small
312,06301.csv,[H]O[C@]([H])(C([H])([H])[H])[C@@]1([H])N2C([H])([H])[C@@]3([H])C4=C([H])C([H])=C([H])C(=O)N4C([H])([H])[C@@]([H])(C3([H])[H])[C@@]2([H])C([H])([H])[C@@]([H])(O[H])C1([H])[H],0,5,304.39,46,small
313,06714.csv,[H]O[C@@]1([H])[C@]([H])(O[C@](C([H])=C([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])[C@]2([H])C(=C([H])C([H])([H])[C@@]3([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[C@]23C([H])([H])[H])C([H])([H])[H])O[C@]([H])(C([H])([H])[H])[C@]([H])(OC(=O)C([H])([H])[H])[C@]1([H])O[H],0,0,478.67,80,small
314,06782.csv,[H]C([H])=C([H])[C@@]1(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]2(C(=C([H])[H])[C@]1([H])C([H])([H])C([H])([H])[C@]2([H])C([H])([H])[H])C([H])([H])[H],0,4,204.357,39,small
315,06797.csv,[H]O[C@]([H])(C(=C(/[H])C([H])([H])C([H])([H])C(=C(/[H])C([H])([H])C([H])([H])C(=C(/[H])C(=O)OC([H])([H])[H])\C([H])([H])[H])\C([H])([H])[H])\C([H])([H])[H])C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H],0,0,334.5,58,small
316,06988.csv,[H]O[C@]12C([H])=C([H])[C@@]3([H])C([H])([H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[C@]3([H])[C@]1(C(=O)OC2([H])[H])C([H])([H])[H],0,0,236.311,37,small
317,07195.csv,[H]OC1=C([H])C([H])=C(C([H])=C1O[H])C([H])([H])C([H])([H])O[C@]1([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@]([H])(O[C@]2([H])O[C@@]([H])(C([H])([H])[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@@]2([H])O[H])[C@@]1([H])O[C@]1([H])OC([H])([H])[C@@](O[H])(OC([H])([H])[H])[C@@]1([H])O[H],1,5,594.563,79,medium
318,07249.csv,[H]OC1=C2C(=O)C3=C(O[H])C([H])=C(C([H])=C3OC2=C([H])C(OC([H])([H])[C@]([H])(OC([H])([H])[H])C(=C([H])[H])C([H])([H])[H])=C1[H])C([H])([H])[H],0,0,356.374,46,small
319,07306.csv,[H]O[C@@]1([H])[C@]([H])(O[C@@]2([H])[C@]([H])(OC([H])([H])[H])C([H])([H])[C@]([H])(O[C@@]3([H])[C@@]([H])(OC([H])([H])[H])C([H])([H])[C@]([H])(O[C@@]4([H])[C@@]([H])(OC([H])([H])[H])C([H])([H])C(=O)O[C@]4([H])C([H])([H])[H])O[C@]3([H])C([H])([H])[H])O[C@]2([H])C([H])([H])[H])O[C@]([H])(C([H])([H])[H])[C@@]([H])(O[H])[C@@]1([H])OC([H])([H])[H],1,6,608.678,90,medium
320,07634.csv,[H]O[C@]1([H])C2=C(C(=O)OC2([H])[H])[C@@]2(C([H])([H])[H])[C@]([H])(O[H])C([H])([H])[C@]3([H])[C@@]4(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[C@]4([H])C([H])([H])C([H])([H])[C@@]3(C([H])([H])[H])[C@]2([H])C1([H])[H],0,0,402.575,67,small
321,07675.csv,[H]O[C@]1([H])C([H])([H])C2=C([H])C(=O)[C@@]3([H])[C@]4([H])C([H])([H])C([H])([H])[C@]([H])([C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])[H])[C@@]5([H])C([H])([H])[C@@]5([H])C([H])([H])[H])[C@@]4(C([H])([H])[H])C([H])([H])C([H])([H])[C@]3([H])[C@@]2(C([H])([H])[H])C([H])([H])C1([H])[H],0,0,426.685,77,small
322,07941.csv,[H]O[C@]([H])(C(=O)C([H])=C(C([H])([H])[H])C([H])([H])[H])[C@]([H])(C([H])([H])[H])[C@]1([H])C([H])([H])C([H])([H])[C@@]2(C3=C([H])C([H])([H])[C@@]4([H])C(C([H])([H])[H])(C([H])([H])[H])[C@@]([H])(O[H])C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])[C@]3([H])C([H])([H])C([H])([H])[C@@]12C([H])([H])[H])C([H])([H])[H],0,0,456.711,81,small
323,07996.csv,[H]OC1=C([H])C(O[H])=C(C2=C1C(=O)C1=C([H])C([H])=C([H])C(O[H])=C1N2C([H])([H])[H])C([H])([H])C([H])=C(C([H])([H])[H])C([H])([H])[H],0,5,325.364,43,small
