,Unnamed: 0.1,index,Unnamed: 0,graph,cnmr,smiles
7190,7190,7203,7203,010023422.pickle,010023422.csv,C1(=C(C(=C2C(=C1[H])C3=C(C4=C2C(=C(C(=C4[H])[H])[H])[H])OC(=C3[H])[H])[H])[H])[H]
7191,7191,7204,7204,010023423.pickle,010023423.csv,C1(=C(C(=C2C(=C1[H])C(=C(C3=C2C(=C(C(=C3[H])C(O[H])(C([H])([H])[H])C([H])([H])[H])[H])[H])[H])[H])[H])[H])[H]
7192,7192,7205,7205,010023424.pickle,010023424.csv,C1(=C(C(=C2C(=C1[H])C3=C(C4=C2C(=C(C(=C4[H])[H])[H])[H])C5=C(S3)C(=NC6=C5C(=C(C(=C6[H])[H])[H])[H])[H])[H])[H])[H]
7193,7193,7206,7206,010023425.pickle,010023425.csv,C12=C(C3=C(C(=C1[H])OC([H])([H])[H])C(=C(C(=C3[H])OC([H])([H])[H])[H])[H])C(=C(C(=C2[H])[H])OC([H])([H])[H])[H]
7194,7194,7207,7207,010023426.pickle,010023426.csv,C1(=C(C(=C(C2=C1C(=C(C3=C2C(=C(C(=C3[H])[H])[H])[H])O[H])C(=O)C([H])([H])[H])[H])[H])[H])[H]
7195,7195,7208,7208,010023427.pickle,010023427.csv,C1(=C(C(=C(C2=C1C(=C(C3=C2C(=C(C(=C3[H])O[H])OC([H])([H])[H])OC([H])([H])[H])[H])[H])O[H])[H])[H])[H]
7196,7196,7209,7209,010023428.pickle,010023428.csv,C1(=C2C(=C(C3=C(C2=C(C(=C1[H])O[H])[H])C(=C(C(=C3[H])C([H])([H])[H])O[H])[H])OC([H])([H])[H])[H])C([H])([H])[H]
7197,7197,7210,7210,010023429.pickle,010023429.csv,C1(=C(C2=C(C(=C1C([H])([H])[H])[H])C3=C(C(=C2[H])[H])C(=C(C(=C3[H])C([H])([H])[H])[H])[H])[H])[H]
7198,7198,7211,7211,010023430.pickle,010023430.csv,C1(=C(C2=C(C(=C1[H])[H])C3=C(C(=C2C([H])([H])[H])C([H])([H])[H])C(=C(C(=C3[H])[H])[H])[H])[H])[H]
7199,7199,7212,7212,010023431.pickle,010023431.csv,C=12C(=C(C(=C(C1C3=C(C(=C2[H])[H])C(=C(C(=C3[H])[H])[H])[H])O[H])[H])O[H])[H]
7200,7200,7213,7213,010023435.pickle,010023435.csv,C=12C(=C(C(=C(C1C3=C(C(=C2[H])[H])C(=C(C(=C3O[H])[H])[H])[H])O[H])[H])O[H])[H]
7201,7201,7214,7214,010023437.pickle,010023437.csv,C1(C(C1([H])[H])([H])[H])(C(C(=C(C([H])([H])[H])[H])[H])([H])[H])[H]
7202,7202,7215,7215,010023438.pickle,010023438.csv,C1(C(C1([H])[H])([H])[H])(C(C(=C(C([H])([H])[H])[H])[H])([H])[H])[H]
7203,7203,7216,7216,010023441.pickle,010023441.csv,C1(C(C1([H])[H])([H])[H])(C(C(=C([H])[H])[H])([H])[H])[H]
7204,7204,7217,7217,010023442.pickle,010023442.csv,C1(C(C1([H])[H])([H])[H])(C(=C([H])[H])[H])[H]
7205,7205,7218,7218,010023443.pickle,010023443.csv,C1(C(C1([H])[H])([H])[H])(C#C[H])[H]
7206,7206,7219,7219,010023445.pickle,010023445.csv,C1(C(C1(C(=C([H])[H])[H])[H])(C(=C([H])[H])[H])[H])([H])[H]
7207,7207,7220,7220,010023446.pickle,010023446.csv,C1(C(C1(C([H])([H])[H])[H])(C(C([H])([H])[H])([H])[H])[H])([H])[H]
7208,7208,7221,7221,010023447.pickle,010023447.csv,C1(C(=C(C(C1([H])[H])([H])[H])[H])[H])(C2(C(C2([H])[H])([H])[H])[H])[H]
7209,7209,7222,7222,010023448.pickle,010023448.csv,C1(C(C1([H])[H])([H])[H])(C(C(=C([H])[H])[H])(C([H])([H])[H])[H])[H]
7210,7210,7223,7223,010023449.pickle,010023449.csv,C1(C(C1([H])[H])([H])[H])(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H]
7211,7211,7224,7224,010023450.pickle,010023450.csv,C1(C(C1([H])[H])([H])[H])(C(=C([H])[H])C([H])([H])[H])[H]
7212,7212,7225,7225,010023451.pickle,010023451.csv,C1(C(C1([H])[H])([H])[H])=C(C2(C(C2([H])[H])([H])[H])[H])C3(C(C3([H])[H])([H])[H])[H]
7213,7213,7226,7226,010023453.pickle,010023453.csv,C1(C(C1(C(O[H])([H])[H])[H])(C(O[H])([H])[H])[H])([H])[H]
7214,7214,7227,7227,010023454.pickle,010023454.csv,C1(C(C1(C(C(=C([H])[H])[H])([H])[H])[H])(C([H])([H])[H])[H])([H])[H]
7215,7215,7228,7228,010023455.pickle,010023455.csv,C1(C(C(C(C2(C1(C(C(C(C2(C(C([H])([H])[H])(C([H])([H])[H])[H])[H])([H])[H])([H])[H])(C([H])([H])[H])[H])[H])[H])([H])[H])(O[H])[H])([H])[H])([H])[H]
7216,7216,7229,7229,010023456.pickle,010023456.csv,C1(C(C(C(C2(C1(C(C(C(C2([H])[H])([H])[H])([H])[H])(O[H])[H])[H])[H])([H])[H])([H])[H])([H])[H])(C([H])([H])[H])[H]
7217,7217,7230,7230,010023457.pickle,010023457.csv,C1(C(C(C(C2(C1(C(C(C(C2(C(C([H])([H])[H])=C([H])[H])[H])([H])[H])([H])[H])(C([H])([H])[H])[H])[H])[H])([H])[H])(O[H])[H])([H])[H])([H])[H]
7218,7218,7231,7231,010023458.pickle,010023458.csv,C1(C(C(C(C2(C1(C(C(=C(C2(C(C(O[H])([H])[H])([H])[H])[H])[H])[H])([H])[H])[H])[H])(O[H])[H])(C([H])([H])[H])[H])([H])[H])([H])[H]
7219,7219,7232,7232,010023459.pickle,010023459.csv,C12(C(C(C(C(C1([H])[H])([H])[H])(C(C2([H])[H])(O[H])[H])[H])(C([H])([H])[H])[H])(C([H])([H])[H])[H])[H]
7220,7220,7233,7233,010023460.pickle,010023460.csv,C12(C(C(C(C(C1([H])[H])([H])[H])(C(C2(C([H])([H])[H])[H])(O[H])[H])[H])([H])[H])([H])[H])[H]
7221,7221,7234,7234,010023461.pickle,010023461.csv,C12(C(C(C(C(C1([H])[H])([H])[H])(C(C2(C([H])([H])[H])[H])(O[H])[H])[H])([H])[H])([H])[H])[H]
7222,7222,7235,7235,010023462.pickle,010023462.csv,C1(C(C(C(C2(C1(C(C(C(C2([H])[H])([H])[H])(O[H])[H])([H])[H])[H])[H])([H])[H])([H])[H])([H])[H])([H])[H]
7223,7223,7236,7236,010023463.pickle,010023463.csv,C1(C(C(C(C2(C1(C(C(C(C2([H])[H])([H])[H])([H])[H])([H])[H])[H])[H])([H])[H])([H])[H])([H])[H])(O[H])[H]
7224,7224,7237,7237,010023464.pickle,010023464.csv,C12(C(C(C(C(C1([H])[H])([H])[H])(C(C2([H])[H])(O[H])[H])[H])([H])[H])(O[H])[H])[H]
7225,7225,7238,7238,010023465.pickle,010023465.csv,C1(C(C(C(C2(C1(C(C(C(C2([H])[H])([H])[H])([H])[H])(Cl)[H])O[H])C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H]
7226,7226,7239,7239,010023466.pickle,010023466.csv,C1(C(C(C(C2(C1(C(C(C(C2([H])[H])(O[H])[H])(O[H])[H])([H])[H])[H])[H])([H])[H])([H])[H])([H])[H])([H])[H]
7227,7227,7240,7240,010023467.pickle,010023467.csv,C1(C(C(C(C2(C1(C(C(C(C2(C(C([H])([H])[H])(C(=O)OC([H])([H])[H])[H])[H])([H])[H])([H])[H])(C([H])([H])[H])[H])[H])[H])([H])[H])(O[H])[H])([H])[H])([H])[H]
7228,7228,7241,7241,010023469.pickle,010023469.csv,C12(C(C(C(C(C1([H])[H])(O[H])[H])(C2([H])[H])[H])(C([H])([H])[H])[H])([H])[H])[H]
7229,7229,7242,7242,010023470.pickle,010023470.csv,C12(C(C(C(C(C1([H])[H])(O[H])[H])(C2([H])[H])[H])(C([H])([H])[H])[H])([H])[H])[H]
7230,7230,7243,7243,010023471.pickle,010023471.csv,C1(C(C(C(C2(C1(C(C(C(C2([H])[H])(Cl)[H])([H])[H])([H])[H])[H])C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H]
7231,7231,7244,7244,010023472.pickle,010023472.csv,C=1(C(=C(C(=C(C1C#N)Cl)O[H])Cl)C#N)Cl
7232,7232,7245,7245,010023473.pickle,010023473.csv,C=1(C(=C(C(=C(C1C#N)Cl)Cl)Cl)C#N)Cl
7233,7233,7246,7246,010023474.pickle,010023474.csv,C=1(C(=C(C(=C(C1[N+]([O-])=NC(C(Br)(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])[H])([H])[H])Cl)[H])Cl)[H])Cl
7234,7234,7247,7247,010023475.pickle,010023475.csv,C=1(C(=C(C(=C(C1[N+]([O-])=NC(C(Br)(C=2C(=C(C(=C(C2[H])[H])[H])[H])[H])[H])([H])[H])Cl)[H])Cl)[H])Cl
7235,7235,7248,7248,010023476.pickle,010023476.csv,C=1(C(=C(C(=C(C1N(N=C(Br)[H])[H])Cl)[H])Cl)[H])Cl
7236,7236,7249,7249,010023478.pickle,010023478.csv,C=1(C(=C(C(=C(C1N(N2C(C(=C(C2=O)[H])[H])=O)[H])Cl)[H])Cl)[H])Cl
7237,7237,7250,7250,010023479.pickle,010023479.csv,C=1(C(=C(C(=C(C1OC2=C(C(=C(C(=C2[H])[H])[H])[H])[H])Cl)[H])Cl)Cl)Cl
7238,7238,7251,7251,010023480.pickle,010023480.csv,C=1(C(=C(C(=C(C1OC2=C(C(=C(C(=C2Cl)[H])Cl)[H])[H])Cl)[H])Cl)[H])Cl
7239,7239,7252,7252,010023481.pickle,010023481.csv,C=1(C(=C(C(=C(C1[H])Cl)C2=C(C(=C(C(=C2Cl)[H])Cl)[H])Cl)Cl)[H])Cl
7240,7240,7253,7253,010023482.pickle,010023482.csv,C=1(C(=C(C(=C(C1OC2=C(C(=C(C(=C2[H])[H])[H])[H])[H])Cl)Cl)Cl)Cl)Cl
7241,7241,7254,7254,010023483.pickle,010023483.csv,C=1(C(=C(C(=C(C1OC2=C(C(=C(C(=C2[H])Cl)Cl)[H])[H])Cl)[H])Cl)[H])Cl
7242,7242,7255,7255,010023484.pickle,010023484.csv,C=1(C(=C(C(=C(C1Cl)[H])C=2C(=C(C(=C(C2[H])Cl)[H])Cl)[H])[H])Cl)[H]
7243,7243,7256,7256,010023485.pickle,010023485.csv,C=1(C(=C(C(=C(C1Cl)[H])[H])[H])Cl)N([H])[H]
7244,7244,7257,7257,010023486.pickle,010023486.csv,C=1(C(=C(C(=C(C1[H])Cl)[H])Cl)[H])C2=C(C(=C(C(=C2[H])[H])[H])[H])[H]
7245,7245,7258,7258,010023487.pickle,010023487.csv,C=1(C(=C(C(=C(C1[H])Cl)Cl)[H])[H])C2=C(C(=C(C(=C2[H])Cl)Cl)[H])[H]
7246,7246,7259,7259,010023488.pickle,010023488.csv,C=1(C(=C(C(=C(C1[H])[H])[H])Cl)Cl)C2=C(C(=C(C(=C2[H])[H])[H])Cl)Cl
7247,7247,7260,7260,010023489.pickle,010023489.csv,C=1(C(=C(C(=C(C1Cl)[H])Cl)[H])[H])C2=C(C(=C(C(=C2[H])Cl)[H])[H])Cl
7248,7248,7261,7261,010023490.pickle,010023490.csv,C=1(C(=C(C(=C(C1Cl)[H])[H])Cl)[H])C2=C(C(=C(C(=C2[H])[H])Cl)Cl)[H]
7249,7249,7262,7262,010023491.pickle,010023491.csv,C=1(C(=C(C(=C(C1Cl)[H])Cl)[H])[H])C2=C(C(=C(C(=C2Cl)[H])Cl)[H])[H]
7250,7250,7263,7263,010023492.pickle,010023492.csv,C=1(C(=C(C(=C(C1Cl)[H])[H])Cl)[H])C2=C(C(=C(C(=C2Cl)[H])[H])Cl)[H]
7251,7251,7264,7264,010023495.pickle,010023495.csv,C1(C(C(C(=C2C1(C(C(C(C2([H])[H])([H])[H])([H])[H])([H])[H])[H])[H])=O)([H])[H])([H])[H]
7252,7252,7265,7265,010023496.pickle,010023496.csv,C1(=C(C(=C(C2=C1C(C(C(C2([H])[H])([H])[H])=O)([H])[H])[H])[H])[H])[H]
7253,7253,7266,7266,010023497.pickle,010023497.csv,C1(=C(C(=C(C2=C1C(C(C(C2([H])[H])([H])[H])=O)(C([H])([H])[H])[H])[H])[H])[H])[H]
7254,7254,7267,7267,010023498.pickle,010023498.csv,C1(=C(C(=C(C2=C1C(C(C(C2=O)(C([H])([H])[H])[H])([H])[H])([H])[H])[H])[H])[H])[H]
7255,7255,7268,7268,010023499.pickle,010023499.csv,C1(=C(C(=C(C2=C1C(C(=C(N2[H])[H])[H])=O)[H])[H])[H])[H]
7256,7256,7269,7269,010023500.pickle,010023500.csv,C1(=C(C(=C(C2=C1C(C(C(C2=O)(C(C([H])([H])[H])([H])[H])[H])([H])[H])([H])[H])[H])[H])[H])[H]
7257,7257,7270,7270,010023501.pickle,010023501.csv,C1(=C(C(=C(C2=C1C(=C(C(N2[H])=O)[H])[H])[H])[H])[H])[H]
7258,7258,7271,7271,010023502.pickle,010023502.csv,C1(=C(C(=C(C2=C1C(=C(C(=C2[H])[H])C(=C([H])[H])[H])[H])[H])[H])[H])[H]
7259,7259,7272,7272,010023503.pickle,010023503.csv,C1(=C(C(=C(C2=C1C(=C(N(C2=O)[H])[H])[H])[H])[H])[H])[H]
7260,7260,7273,7273,010023504.pickle,010023504.csv,C1(=C(C(=C(C2=C1C(C(C(C2([H])[H])([H])[H])([H])[H])([H])[H])[H])C([H])([H])[H])[H])[H]
7261,7261,7274,7274,010023505.pickle,010023505.csv,C1(=C(C(=C(C2=C1C(C(C(C2([H])[H])([H])[H])([H])[H])([H])[H])[H])OC([H])([H])[H])[H])[H]
7262,7262,7275,7275,010023506.pickle,010023506.csv,C1(=C(C(=C(C2=C1C(C(C(C2([H])[H])([H])[H])([H])[H])([H])[H])[H])F)[H])[H]
7263,7263,7276,7276,010023507.pickle,010023507.csv,C1(=C(C(=C(C2=C1C(=C(C(=C2[H])[H])C#C[H])[H])[H])[H])[H])[H]
7264,7264,7277,7277,010023508.pickle,010023508.csv,C1(=C(C(=C(C2=C1C(=C(C(=C2OC(C(C(=O)[H])([H])[H])([H])[H])[H])[H])[H])[H])[H])[H])[H]
7265,7265,7278,7278,010023510.pickle,010023510.csv,C1(=C(C(=C(C2=C1C(=C(C(=C2[H])[H])[H])C(Br)([H])[H])[H])[H])[H])[H]
7266,7266,7279,7279,010023511.pickle,010023511.csv,C1(=C(C(=C(C2=C1C(=C(C(=C2[H])[H])[H])C(O[H])([H])[H])[H])[H])[H])[H]
7267,7267,7280,7280,010023512.pickle,010023512.csv,C1(=C(C(=C(C2=C1C(C(C(C2([H])[H])([H])[H])([H])[H])([H])[H])[H])C(C([H])([H])[H])([H])[H])[H])[H]
7268,7268,7281,7281,010023513.pickle,010023513.csv,C1(=C(C(=C(C2=C1C(C(C(C2([H])[H])([H])[H])([H])[H])([H])[H])C([H])([H])[H])[H])[H])[H]
7269,7269,7282,7282,010023515.pickle,010023515.csv,C1(=C(C(=C(C2=C1C(C(N(C2([H])[H])C([H])([H])[H])([H])[H])([H])[H])[H])[H])[H])[H]
7270,7270,7283,7283,010023517.pickle,010023517.csv,C1(=C(C(=C(C2=C1C(C(C(C2([H])[H])([H])[H])([H])[H])([H])[H])[H])C(C(C([H])([H])[H])([H])[H])([H])[H])[H])[H]
7271,7271,7284,7284,010023518.pickle,010023518.csv,C1(=C(C(=C(C2=C1C(C(C(C2([H])[H])([H])[H])([H])[H])([H])[H])F)[H])[H])[H]
7272,7272,7285,7285,010023519.pickle,010023519.csv,C1(=C(C(=C(C2=C1C(=C(C(=C2[H])[H])OC(C(Br)([H])[H])([H])[H])[H])[H])[H])[H])[H]
7273,7273,7286,7286,010023520.pickle,010023520.csv,C1(=C(C(=C(C2=C1C(C(C(C2([H])[H])([H])[H])(C(=O)OC(C([H])([H])[H])([H])[H])[H])=O)[H])[H])[H])[H]
7274,7274,7287,7287,010023521.pickle,010023521.csv,C1(=C(C(=C(C2=C1C(=C(C(=C2[H])[H])OC(C([H])([H])[H])=O)[H])[H])[H])[H])[H]
7275,7275,7288,7288,010023522.pickle,010023522.csv,C1(=C(C(=C(C2=C1C(=C(C(=C2[H])[H])[H])[H])[H])[H])[H])C#C[H]
7276,7276,7289,7289,010023523.pickle,010023523.csv,C1(=C(C(=C(C2=C1C(C(C(C2([H])[H])([H])[H])(O[H])[H])([H])[H])[H])[H])[H])[H]
7277,7277,7290,7290,010023524.pickle,010023524.csv,C1(=C(C(=C(C2=C1C(C(C(N2C(=O)[H])([H])[H])([H])[H])([H])[H])[H])[H])[H])[H]
7278,7278,7291,7291,010023525.pickle,010023525.csv,C1(=C(C(=C(C2=C1C(C(C(C2([H])[H])([H])[H])([H])[H])([H])[H])C(C([H])([H])[H])([H])[H])[H])[H])[H]
7279,7279,7292,7292,010023526.pickle,010023526.csv,C1(=C(C(=C(C2=C1OC(C(C2(O[H])[H])([H])[H])([H])[H])[H])[H])[H])[H]
7280,7280,7293,7293,010023528.pickle,010023528.csv,C=12C(=C(C(=C(C1C(OC3(C4=C(C(C(O3)([H])[H])([H])[H])C(=C(C(=C4[H])[H])[H])[H])[H])(OC(C2([H])[H])([H])[H])[H])[H])[H])[H])[H]
7281,7281,7294,7294,010023529.pickle,010023529.csv,C1(=C(C(=C(C2=C1C(=C(C(=C2[H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H])[H])[H])[H])[H]
7282,7282,7295,7295,010023530.pickle,010023530.csv,C1(=C(C(=C(C2=C1C(C(C(C2([H])[H])([H])[H])([H])[H])(C(C([H])([H])[H])([H])[H])[H])[H])[H])[H])[H]
7283,7283,7296,7296,010023531.pickle,010023531.csv,C1(=C(C(=C(C2=C1C(C(C(C2([H])[H])([H])[H])([H])[H])([H])[H])[H])O[H])[H])[H]
7284,7284,7297,7297,010023532.pickle,010023532.csv,C1(=C(C(=C(C(=C1[H])Cl)[H])Cl)[H])N([H])[H]
7285,7285,7298,7298,010023533.pickle,010023533.csv,C=1(C(=C(C(=C(C1N([H])[H])[H])N([H])[H])Cl)[H])[H]
7286,7286,7299,7299,010023534.pickle,010023534.csv,C=1(C(=C(C(=C(C1[H])[H])N([H])[H])Cl)Cl)[H]
7287,7287,7300,7300,010023535.pickle,010023535.csv,C1(=C(C(=C(C(=C1[H])[H])N([H])[H])Cl)[H])Cl
7288,7288,7301,7301,010023570.pickle,010023570.csv,C=1(C(=C(C(=C(C1[H])Cl)C([H])([H])[H])N([H])[H])[H])[H]
7289,7289,7302,7302,010023575.pickle,010023575.csv,C=1(C(=C(C(=C(C1C#C[H])N([H])[H])[H])[H])C(=O)OC([H])([H])[H])[H]
7290,7290,7303,7303,010023576.pickle,010023576.csv,C=1(C(=C(C(=C(C1C([H])([H])[H])[H])N([H])[H])[H])C([H])([H])[H])[H]
7291,7291,7304,7304,010023577.pickle,010023577.csv,C=1(C(=C(C(=C(C1Cl)[H])[H])[H])Cl)Cl
7292,7292,7305,7305,010023581.pickle,010023581.csv,C=1(C(=C(C(=C(C1[H])[H])Br)[H])Br)N([H])[H]
7293,7293,7306,7306,010023582.pickle,010023582.csv,C=1(C(=C(C(=C(C1F)[H])[H])[H])F)N([H])[H]
7294,7294,7307,7307,010023584.pickle,010023584.csv,C=1(C(=C(C(=C(C1C([H])([H])[H])C([H])([H])[H])N([H])[H])[H])[H])[H]
7295,7295,7308,7308,010023585.pickle,010023585.csv,C=1(C(=C(C(=C(C1C([H])([H])[H])[H])C([H])([H])[H])N([H])[H])[H])[H]
7296,7296,7309,7309,010023586.pickle,010023586.csv,C=1(C(=C(C(=C(C1[H])N([H])[H])C([H])([H])[H])N([H])[H])[H])[H]
7297,7297,7310,7310,010023587.pickle,010023587.csv,C=1(C(=C(C(=C(C1N([H])[H])[H])C([H])([H])[H])C([H])([H])[H])[H])[H]
7298,7298,7311,7311,010023589.pickle,010023589.csv,C=1(C(=C(C(=C(C1C([H])([H])[H])[H])N([H])[H])N([H])[H])[H])[H]
7299,7299,7312,7312,010023591.pickle,010023591.csv,C=1(C(=C(C(=C(C1[H])[H])C([H])([H])[H])N([H])[H])[H])N([H])[H]
7300,7300,7313,7313,010023592.pickle,010023592.csv,C=1(C(=C(C(=C(C1[H])[H])C([H])([H])[H])N([H])[H])[H])C([H])([H])[H]
7301,7301,7314,7314,010023593.pickle,010023593.csv,C1(C(C(C(C(=C1C(C(C(=O)C([H])([H])[H])([H])[H])([H])[H])C([H])([H])[H])([H])[H])([H])[H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
7302,7302,7315,7315,010023594.pickle,010023594.csv,C1(C(C(C(C(=C1C([H])([H])[H])O[H])=O)([H])[H])(C([H])([H])[H])C([H])([H])[H])([H])[H]
7303,7303,7316,7316,010023595.pickle,010023595.csv,C1(C(C(C(C(=C1O[H])C([H])([H])[H])([H])[H])([H])[H])([H])[H])=O
7304,7304,7317,7317,010023596.pickle,010023596.csv,C1(C(=C(C(C1([H])[H])(C([H])([H])[H])[H])C([H])([H])[H])O[H])=O
7305,7305,7318,7318,010023598.pickle,010023598.csv,C1(=C(C(=C(C2=C1N=C(S2)SC([H])([H])[H])[H])[H])[H])[H]
7306,7306,7319,7319,010023599.pickle,010023599.csv,C1(=C(C(=C(C2=C1N=C(S2)OC([H])([H])[H])[H])[H])[H])[H]
7307,7307,7320,7320,010023600.pickle,010023600.csv,C1(=C(C(=C(C2=C1N=C(S2)C([H])([H])[H])[H])[H])[H])[H]
7308,7308,7321,7321,010023601.pickle,010023601.csv,C1(=C(C(=C(C2=C1N=C(S2)C(=C(OC(C([H])([H])[H])([H])[H])[H])C=3SC4=C(N3)C(=C(C(=C4[H])[H])[H])[H])[H])[H])[H])[H]
7309,7309,7322,7322,010023603.pickle,010023603.csv,C1(=C(C(=C(C2=C1N=C(S2)C(=O)OC(C([H])([H])[H])([H])[H])[H])[H])[H])[H]
7310,7310,7323,7323,010023604.pickle,010023604.csv,C1(=C(C(=C(C2=C1N=C(S2)N(N([H])[H])[H])[H])[H])[H])[H]
7311,7311,7324,7324,010023605.pickle,010023605.csv,C1(=C(C(=C(C2=C1N=C(S2)[N+](=O)[O-])[H])[H])[H])[H]
7312,7312,7325,7325,010023606.pickle,010023606.csv,C1(=C(C(=C(C2=C1N=C(S2)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H])[H])[H])[H]
7313,7313,7326,7326,010023607.pickle,010023607.csv,C1(=C(C(=C(C2=C1N=C(S2)N([H])[H])[H])[H])[H])[H]
7314,7314,7327,7327,010023608.pickle,010023608.csv,C1(=C(C(=C(C2=C1N=C(S2)Cl)[H])[H])[H])[H]
7315,7315,7328,7328,010023609.pickle,010023609.csv,C1(=C(C(=C(C2=C1N=C(S2)C#C[H])[H])[H])[H])[H]
7316,7316,7329,7329,010023610.pickle,010023610.csv,C1(=C(C(=C(C2=C1N=C(S2)C(=O)C([H])([H])[H])[H])[H])[H])[H]
7317,7317,7330,7330,010023612.pickle,010023612.csv,C1(=C(C(=C(C2=C1N=C(S2)N(C([H])([H])[H])N([H])[H])[H])[H])[H])[H]
7318,7318,7331,7331,010023613.pickle,010023613.csv,C1(=C(C(=C(C2=C1N=C(S2)C(=O)O[H])[H])[H])[H])[H]
7319,7319,7332,7332,010023614.pickle,010023614.csv,C1(=C(C(=C(C2=C1N=C(O2)C([H])([H])[H])[H])[H])[H])[H]
7320,7320,7333,7333,010023615.pickle,010023615.csv,C1(=C(C(=C(C2=C1N=C(S2)N(C(=O)C(Cl)(Cl)Cl)[H])[H])[H])[H])[H]
7321,7321,7334,7334,010023617.pickle,010023617.csv,C1(=C(C(=C(C2=C1N(C(=N2)S(C([H])([H])[H])(=O)=O)C([H])([H])[H])[H])[H])[H])[H]
7322,7322,7335,7335,010023620.pickle,010023620.csv,C1(=C(C(=C(C2=C1N=C(S2)C(C(=O)OC(C([H])([H])[H])([H])[H])=C(N(N(C([H])([H])[H])C([H])([H])[H])[H])[H])[H])[H])[H])[H]
7323,7323,7336,7336,010023621.pickle,010023621.csv,C1(=C(C(=C(C2=C1N=C(S2)N3C(=C4C(=N3)C(C(C(C4([H])[H])([H])[H])([H])[H])([H])[H])[H])[H])[H])[H])[H]
7324,7324,7337,7337,010023622.pickle,010023622.csv,C1(=C(C(=C(C2=C1N=C(S2)N=C(O[H])C(Cl)(Cl)Cl)[H])[H])[H])[H]
7325,7325,7338,7338,010023623.pickle,010023623.csv,C1(=C(C(=C(C2=C1N=NN2C(SC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])([H])[H])[H])[H])[H])[H]
7326,7326,7339,7339,010023624.pickle,010023624.csv,C1(=C(N=C(C2=C1N=C(S2)C([H])([H])[H])[H])[H])[H]
7327,7327,7340,7340,010023625.pickle,010023625.csv,C1(=NC(=C(C2=C1N=C(S2)C([H])([H])[H])[H])[H])[H]
7328,7328,7341,7341,010023627.pickle,010023627.csv,C1(=C(C(=C(C2=C1N=NN2C(C([H])([H])[H])([H])[H])[H])[H])[H])[H]
7329,7329,7342,7342,010023628.pickle,010023628.csv,C1(=C(C(=C(C2=C1N=NN2C(OC(C([H])([H])[H])(C([H])([H])[H])[H])([H])[H])[H])[H])[H])[H]
7330,7330,7343,7343,010023629.pickle,010023629.csv,C1(=C(C(=C(C=2C1=NN(C(C([H])([H])[H])(C([H])([H])[H])[H])N2)[H])[H])[H])[H]
7331,7331,7344,7344,010023630.pickle,010023630.csv,C1(=C(C(=C(C2=C1N=C(O2)C(C3=C(C(=C(C(=C3[H])[H])[H])[H])[H])([H])[H])[H])[H])[H])[H]
7332,7332,7345,7345,010023632.pickle,010023632.csv,C1(=C(C(=C(C2=C1N=C(S2)N3C(=C4C(=N3)C(C(C4([H])[H])([H])[H])([H])[H])C([H])([H])[H])[H])[H])[H])[H]
7333,7333,7346,7346,010023633.pickle,010023633.csv,C1(=C(C(=C(C2=C1N=C(O2)C=3C(=C(C(=C(C3[H])[H])C([H])([H])[H])[H])[H])[H])[H])[H])[H]
7334,7334,7347,7347,010023634.pickle,010023634.csv,C=12OC(=NC1C(=C(C(=C2[H])[H])[H])[H])C3=C(C(=C(N=C3[H])[H])[H])[H]
7335,7335,7348,7348,010023635.pickle,010023635.csv,C1(=C(C(=NC2=C1N=C(S2)C([H])([H])[H])[H])[H])[H]
7336,7336,7349,7349,010023636.pickle,010023636.csv,C1(=C(C(=C(C=2C1=NN(C(N3N=C4C(=N3)C(=C(C(=C4[H])[H])[H])[H])([H])[H])N2)[H])[H])[H])[H]
7337,7337,7350,7350,010023637.pickle,010023637.csv,C1(=C(C(=C(C2=C1N=NN2C(OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])([H])[H])[H])[H])[H])[H]
7338,7338,7351,7351,010023638.pickle,010023638.csv,C1(=C(C(=C(C2=C1N=C(O2)C=3C(=NC(=NC3[H])[H])[H])[H])[H])[H])[H]
7339,7339,7352,7352,010023639.pickle,010023639.csv,C1(=NC2=C(C(=C1[H])[H])SC(=N2)C([H])([H])[H])[H]
7340,7340,7353,7353,010023640.pickle,010023640.csv,C1(=C(C(=C(C=2C1=NN(C([H])([H])[H])N2)[H])[H])[H])[H]
7341,7341,7354,7354,010023641.pickle,010023641.csv,C1(=C(C(=C(C2=C1N=NN2C(=C([H])[H])OC(C([H])([H])[H])([H])[H])[H])[H])[H])[H]
7342,7342,7355,7355,010023643.pickle,010023643.csv,C1(=C(C(=C(C2=C1N=NN2C(C([H])([H])[H])(C([H])([H])[H])[H])[H])[H])[H])[H]
7343,7343,7356,7356,010023645.pickle,010023645.csv,C1(=C(C(=C(C=2C1=NN(C(O[H])([H])[H])N2)[H])[H])[H])[H]
